employer_name,employer_phone,employer_email,employer_hq_address,employer_hq_in_dc,employer_home_url,employer_employment_url,employer_notes,employer_box_present,employer_crime_type_asked,employer_years_specified,Accounting,Administrative,Banking,Construction,Business,Creative,Customer Support,Editorial,Education,Engineering,Hospitality,Human Resources,Software,Maintenance,Legal,Logistics,Manufacturing,Marketing,Medical,Other,Project,Government,Non-profit,Sales,Security,position_title,position_phone,position_location,job_posted,collateral_sanction_applies,which_collateral_sanction
Central Washington University,,,,,,,background check,,,,y,,,,y,,,,,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/B34329D7B477445285A0AE2AC829A53B,,
Central Washington University,,,,,,,background check,,,,y,,,,y,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/1B926F425B3B4EFD8A61510F6AEFEA18,,
Booz Allen Hamilton,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/E4A0CF83234A41FA8CB6993832BDE166,,
Central Washington University,,,,,,,background check,,,,,y,,,y,,,,y,,,y,y,,y,,,,,,,,,,y,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/392025DA2EDC479AB15769C487AD7582,,
CenturyLink,,,,,,,background check,,,,,,,,y,,,,y,y,,,y,,y,,y,,,,,,,,y,CenturyLink,,"WASHINGTON, District Of Columbia",http://my.jobs/D6ED64FBA869477B800746EA1697161C,,
Central Washington University,,,,,,,background check,,,,y,,,,y,,,,y,,,y,,,,,,y,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/50DA20E95172423898251E8E857B4E62,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/23373D8799224A59AE5B6152333BEC33,,
The Ritz-Carlton Hotel Company,,,,,,,,,,,,,,,,,,,y,,,,,y,,,,,,,,,,,y,The Ritz-Carlton Hotel Company,,"Washington, District Of Columbia",http://my.jobs/3A6C967787ED4A7E9B9454C8C32E31DF,,
Deloitte,,,,,,,,,,,,,,,y,,,,y,y,,,y,y,y,,y,,,,,,,,,Deloitte,,"Washington, District Of Columbia",http://my.jobs/8C189C694539484C98F975EB26A4025E,,
WashingtonFirst Bank,,,,,,,,,,,,,y,,y,,,,y,,,,,,,,y,,,,,,,y,,WashingtonFirst Bank,,"Washington, District Of Columbia",http://my.jobs/2A175EFDC10F487B8108FC7B37B1CE33,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/A542897D33C244D39283F2CFA11E2417,,
Navigant Consulting Inc,,,,,,,,,,,y,,,y,y,,,,,,,,y,,,,,,y,,,y,,,,Navigant Consulting Inc,,"Washington, District Of Columbia",http://my.jobs/DB40A90F689A49648B8FD15A2B6669A5,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/406C911401FE4D89B4CF03FB04F28F51,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/65FDFF0EC87C4269AA39F731648FD7EB,,
Central Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/10302AD782C843238A905529C4EA9436,,
The Advisory Board Company,,,,,,,,,,,,,,,y,,,,y,,,,y,,,,,,y,,,,,,,The Advisory Board Company,,"Washington, District Of Columbia",http://my.jobs/F58C47DB8D3B4CE1948951F628550E3D,,
Central Washington University,,,,,,,background check,,,,y,,,,y,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/22F1EBB14DA24D0C846E27251617BD04,,
Booz Allen Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/F78E586FB4374AE18795B6F9C0186645,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/1CFBB8D9D0A64B20902FF9E63BAE6541,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/512F7C5382D84C76B0AEE6381AF2B949,,
Central Washington University,,,,,,,background check,,,,y,y,,y,,,,,y,y,,y,,y,,,y,,y,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/B483616858E74D14BAFEED0210AAE9AC,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/BD91610FFD63415AA644513C6F3ECCB8,,
Uber LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,Uber LA,,"Washington, District Of Columbia",http://my.jobs/963E6CD98A694DF5862E47908C885F1B,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/3E1663DDCCF3435BA1C1AF8F93632AA5,,
Monsanto,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,,,,,y,,,,Monsanto,,"Washington, District Of Columbia",http://my.jobs/E0010A572985447D8EF141259622177F,,
Booz Allen Hamilton,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/FAF73EA435A9403DA8885239D0B62D6A,,
Navigant Consulting Inc,,,,,,,,,,,y,,,y,y,,,,,,,,y,,,,,,y,,,y,,,,Navigant Consulting Inc,,"Washington, District Of Columbia",http://my.jobs/9A500AA45BAF4E0781E0A2E5E0B65704,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,y,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/E0E6D50BFB304738888636339941E220,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,,y,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/7098CD622FCA49229EAE7B9C399D0DD9,,
Central Washington University,,,,,,,background check,,,,y,y,,,y,,,,y,y,,y,y,,,,,,y,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/A0F52B11A5074859843F70C42FE25B6A,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/4EF3E94857224BEA829406E3F0CD5211,,
Central Washington University,,,,,,,background check,,,,,,,y,,,,,,,,y,,y,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/72515F51EAA0415FBA12122BFAC19F2E,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/B62EB52BEA3E46A5AB73790444088F3A,,
Emerson,,,,,,,,,,,y,,,,,,,,y,y,,,,y,,,y,,y,,,,,y,,Emerson,,"Washington, District Of Columbia",http://my.jobs/1B8F90108FBB4BC08DE3DF47BDBB3EDD,,
Central Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/9B67971115194B0F9D35C39EF32A5EC3,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/FEB9F1253A1C4CA19570D643266F2291,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/4751127A9BA549328D157E0FE6DB6071,,
Central Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/61DF75541C7F4A23AFAFC49FD64ED08A,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/1985D86F006F42EBA36CF8470B432E7D,,
Central Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/454A6A81B3BB46D8A4D41343A563A714,,
Booz Allen Hamilton,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,y,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/BF5391DEAA964267AE92DF483E624822,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/4B783154C7014FC7B3C75882E818A641,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/20331A4AC5204861850093DF2648700C,,
Central Washington University,,,,,,,background check,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,Central Washington University,,"Washington, District Of Columbia",http://my.jobs/08029332D7EF4C968A9AA5CDCF0E6444,,
Defense Point Security,,,,,,,,,,,,,,,,,,,,y,,,,y,,,y,,,,,,,,y,Defense Point Security,,"Washington, District Of Columbia",http://my.jobs/B3783B89F88843F3AD3B773D59D318BA,,
George Washington University,,,,,,,background check,,,,,,,,,,,,y,y,,,,,,y,,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/6D2D69832A9D40CBA87E1795523AA132,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/3479CC3DDD514614B0F9D5C8E2375226,,
Medstar Health,,,,,,,,,,,,,,,,,,,y,,,,,,,y,,y,y,,,y,,,,Medstar Health,,"Washington, District Of Columbia",http://my.jobs/CCDB995395194FE5B8F607E462071175,,
George Washington University,,,,,,,background check,,,,,,,,,,,,y,y,,,,,,,,,y,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/6BE7129EED5C483E95C42BE0504C0117,,
George Washington University,,,,,,,background check,,,,,,,,,,,,y,,,,,,,,,y,,,,y,,y,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/DAD7EC1E59BB4D69BDB999E11D44027F,,
ASPCA,,,,,,,,,,,y,y,,,,,,,y,,,y,y,y,y,,y,,,,,y,y,,,ASPCA,,"Washington, District Of Columbia",http://my.jobs/972EE12AE7B049A1B251B93D0561232F,,
George Washington University,,,,,,,background check,,,,,,,,,,,,y,y,,,,,,,,,y,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/8782E5F18FBE4EB791E1656286E47F53,,
George Washington University,,,,,,,background check,,,,,y,,,y,,,,y,,,,,y,,,,y,,,,y,,y,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/2DF6A7931B524427B6D0836DDB5F7739,,
"America Works of Washington, D.C., Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"America Works of Washington, D.C., Inc.",,"Washington, District Of Columbia",http://my.jobs/4469FF1F07674324AC467A9B30DA65B8,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,y,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/B4FE3E9F6C014F6A807B21FB29D44878,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/AD38A23E33A846869CB522EE66F90945,,
The UPS Store 6205,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,y,,The UPS Store 6205,,"Washington, District Of Columbia",http://my.jobs/70647FB4821945289AEA8B4315C37270,,
George Washington University,,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/942258463E0E493B9FC3A4E8FB0117D5,,
George Washington University,,,,,,,background check,,,,y,,,,y,,,,y,,,,,y,y,,,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/A0A02D419E2545AAA5CFC057B1014339,,
Defense Point Security,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,y,Defense Point Security,,"Washington, District Of Columbia",http://my.jobs/BF9B74B2E68E4270BF84FF6BFC834F4E,,
The UPS Store 6205,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,The UPS Store 6205,,"Washington, District Of Columbia",http://my.jobs/102D0B809BCE4A1BAA4C49604DDC402A,,
George Washington University,,,,,,,background check,,,,,,,y,,,,,y,,,,,,,,,,y,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/8E264166575E4BFA900968CF16641F19,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/9E32C646ABB84D95AC6EAA1BCDEFB11A,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/EF670C5EBFAC46568AE52822ADC29B1E,,
"M. C. Dean, Inc",,,,,,,,,,,y,,,,,,,,y,y,,,y,y,,,y,,y,,,y,,,y,"M. C. Dean, Inc",,"Washington, District Of Columbia",http://my.jobs/3CE3A570AC4A4EE3A653CCD658E960A7,,
Parsons Corporation,,,,,,,,,,,y,,,y,y,,,,y,y,,,y,y,,y,,y,y,,,y,,y,y,Parsons Corporation,,"Washington, District Of Columbia",http://my.jobs/0272773EB82F42C2BD6AB80A4AC7D262,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,y,,,,y,,,,,,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/8E8989D9E46B43EA87894D5C3C64C192,,
Unity Healthcare,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,Unity Healthcare,,"Washington, District Of Columbia",http://my.jobs/D93AD7680E904E239654462523C87A9A,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/E345ABD681F241559FE0301C306AF460,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/F8804A824D8D4DA0B46D54DDAFFF9943,,
Johns Hopkins Medicine,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,y,,,,,,,Johns Hopkins Medicine,,"Washington, District Of Columbia",http://my.jobs/9308768A047B48CB80BEB629F78239AB,,
George Washington University,,,,,,,background check,,,,,,,,y,,,,y,,,,y,y,,,y,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/BF680031A876413EA3FF70F5F555BB0F,,
George Washington University,,,,,,,background check,,,,y,,,,,,,,y,,,,,,y,,y,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/98F7563BA6284AD4B940D1BC09EBAA98,,
Johns Hopkins Medicine,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,y,,,,,,,Johns Hopkins Medicine,,"Washington, District Of Columbia",http://my.jobs/7364462E801145B0AD4151F23E496463,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/54BEDCA214104578946EC8D797B14FD4,,
George Washington University,,,,,,,background check,,,,,,,,,,,,y,,,,,,,,,,y,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/181BB9BA664143B8820D17459F2424E8,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/54BA5F41578C4369A541915EAAED165C,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/EBB7EACD6AA54CC892FF2B7D1012E672,,
George Washington University,,,,,,,background check,,,,,y,,,y,,,,y,,,,,,,,,y,y,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/AD436848C7FF48BE812B050A0FFFF5C9,,
George Washington University,,,,,,,background check,,,,,y,,,y,,,,y,,,,,,,y,,,y,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/2AE267DD2AAB44529C23FC3CC10064A4,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/2A96BD25036445DD9982E9C6327E3539,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/B67DAF7150954059B67C3B43B589EF21,,
George Washington University,,,,,,,background check,,,,,y,,,,,,,y,,,y,,,,,y,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/18718154421843C0A63DF8E06CBBAC07,,
Booz Allen Hamilton,,,,,,,,,,,y,,,,,,,,,,,,,y,,,,,,,y,,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/D3F0F3D680A848138B13C45340B47C13,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/0129DE29F9BE468F91417C7371933DF9,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,y,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/9CF48C06C8C44D82A0B6CEBB6FDBA5AB,,
"Core Industries, LLC",,,,,,,,,,,y,,,y,y,,,,y,,,y,,,,y,y,y,y,,y,,,y,,"Core Industries, LLC",,"Washington, District Of Columbia",http://my.jobs/778FBF665EBE473097322A5524194EFE,,
George Washington University,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/44862B12584F44EF872926EE005AF8AD,,
George Washington University,,,,,,,background check,,,,,y,,,,,,,y,,,,,,,,,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/33ADA2D7068F4F62AA1A045896487628,,
Gecko Hospitality,,,,,,,,,,,,,,y,y,,,,y,,y,,,y,,,y,,y,,,,,y,,Gecko Hospitality,,"Washington, District Of Columbia",http://my.jobs/1BD8C51032B04D25BDED08C47944A923,,
"M. C. Dean, Inc",,,,,,,,,,,y,,,,,,,,y,y,,,,y,,,y,,y,,,y,,,y,"M. C. Dean, Inc",,"Washington, District Of Columbia",http://my.jobs/6636319C73344E1DAEBD17ABF74089B5,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/35AF21EDC2544B2E8449EFB9081A031B,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/25604667788B40438156D68EC6F29BC7,,
L-3 Communications,,,,,,,background check,,,,y,,,,,,,,,y,,,,y,,,y,,y,,,y,,,y,L-3 Communications,,"Washington, District Of Columbia",http://my.jobs/A1D1C10DFDE04880B648AE72C20BD53A,,
George Washington University,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/43D30CD02BC14A36A6D04C15F196A95D,,
George Washington University,,,,,,,background check,,,,,y,,,,,,,y,,,y,,,,,y,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/CDDE867C05984CDDAA2B597B05D2B89B,,
Johns Hopkins Medicine,,,,,,,,,,,y,,,,,,,,y,,,,,,,,,,y,,,,,,,Johns Hopkins Medicine,,"Washington, District Of Columbia",http://my.jobs/6CB4AAB71866418C852F3CA6DB33715F,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/2A505F9941794E5585FA36C4FFB60ADA,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,,,,,y,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/53AC5BBA99CB4B58A41C2D055681A635,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/BF214B3D7C2F4E468F3FF16E3C6B9891,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/D522EC8A9EF34B2DB33DFF179DCEFA33,,
George Washington University,,,,,,,background check,,,,y,,,,,,,,y,,,y,,,,,,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/D2891E6FE06C42AE90C7F55EB3094F08,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/1B439BE307574824BAE4D67285AEC33D,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/C49587A7A9304F0C92C0EDEBD1FBF8C3,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/AB7ABD40B7814DA8864BD4A5E21D894E,,
"M. C. Dean, Inc",,,,,,,,,,,y,,,,,,,,,y,,,,y,,,y,,y,,,y,,,y,"M. C. Dean, Inc",,"Washington, District Of Columbia",http://my.jobs/2F96C415130F48A4B2A0CF1B87F50E3A,,
George Washington University,,,,,,,,,,,,y,,,,,,,y,y,,,,,,,,,,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/79DF4447FDDD4A65B701042E2AE5ABC9,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/D26D6E8CD41A4DF18ABDDAA754EEC876,,
"M. C. Dean, Inc",,,,,,,,,,,y,,,,,,,,y,y,,,y,y,,,y,,y,,,y,,,y,"M. C. Dean, Inc",,"Washington, District Of Columbia",http://my.jobs/19658235A89648BC8AC34F1A93714016,,
Booz Allen Hamilton,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,y,,,y,,,y,Booz Allen Hamilton,,"Washington, District Of Columbia",http://my.jobs/BD23E7E3DFC4498AABE79FBF56A3563A,,
George Washington University,,,,,,,background check,,,,,,,,,,,,y,,,,,y,,,,,y,,y,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/71969405C12F4BC3B6661C4FD7170205,,
Kate Spade & Company,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,y,,Kate Spade & Company,,"Washington, District Of Columbia",http://my.jobs/EBB1110CE4AF4B358E4D1BBA3F9F6F77,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/79558300D39145B2A8C8E473F67D2DF7,,
George Washington University,,,,,,,,,,,,,,,,,,,,y,,,y,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/D064DE57224D4B338D1E16EC66BC851D,,
George Washington University,,,,,,,,,,,,y,,,,,,,y,,,,y,,,,y,y,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/1B55A8680B604480A536D375651CEA93,,
George Washington University,,,,,,,background check,,,,,,,,y,,,,y,y,,,,,,,,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/25AA00FB6C224ABCAA13F6ED2967E296,,
George Washington University,,,,,,,background check,,,,y,y,,y,y,,,,y,,,,y,y,,,y,,,,y,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/32344F2DACEB42CA94272FFDECEC879E,,
"Computech, Inc.",,,,,,,,,,,,,,,y,,,,,,,,y,,,,y,,,,,y,,,,"Computech, Inc.",,"Washington, District Of Columbia",http://my.jobs/E79D51623F2B440AB34C9E3DD14A1255,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/2991787A79AB4E17AB64D69DF5EB92E4,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/539BBEAB8B72425391EDDFDA95A0B9FF,,
Lockheed Martin,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,y,Lockheed Martin,,"Washington, District Of Columbia",http://my.jobs/55CC9C22FAF64E0484D6370BE8C75346,,
George Washington University,,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/F6A65A9496DB4C4696DB464C23EBA83B,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,y,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/D5E3A6D148244DDFB72D8DE9288A554A,,
George Washington University,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/92D92357B216466B949F9A1CD5823069,,
Defense Point Security,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,y,Defense Point Security,,"Washington, District Of Columbia",http://my.jobs/DA2DBA8479124410B3B85D3736218919,,
George Washington University,,,,,,,background check,,,,,y,,,,,,,y,,,y,,,,,y,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/CC73D35E24B54A58818F69EC9F846C29,,
George Washington University,,,,,,,background check,,,,,y,,,y,,,,y,y,,,,,,,,y,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/C3886BFB19DE4CB286BEFCE9D25DA2B6,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/A9B49C387144439FB86D1E6987AB2E71,,
Adventist HealthCare,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,y,,,,,,,Adventist HealthCare,,"Washington, District Of Columbia",http://my.jobs/D6279CA1B640466CA6A183B681C4BE5B,,
Defense Point Security,,,,,,,,,,,,y,,,,,,,,,,,,,,,y,,,,,,,,y,Defense Point Security,,"Washington, District Of Columbia",http://my.jobs/14AA0EC3E30948EAB06C10C06F7AE88B,,
George Washington University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Washington University,,"Washington, District Of Columbia",http://my.jobs/651CA72159C441A5B017546415618612,,
George Washington University,,,,,,,background check,,,,,y,,,y,,,,y,y,,,y,y,,,y,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/15A939C40C3B45E9A35325D7451AE19E,,
George Washington University,,,,,,,background check,,,,,y,,,,,,,y,,,,y,y,,,y,,,,,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/9E34591FED914163926249E2ABF78D5E,,
George Washington University,,,,,,,background check,,,,,y,,y,,,,,y,,,,,,,,,y,,,y,y,,,y,George Washington University,,"Washington, District Of Columbia",http://my.jobs/EE30AD60E05F44D9ACC1D12E3A3094AD,,
